node1	node2	weight	cluster	BP_resnik	CODA80	HIPPO	PI	TM
ENSG00000164162	ENSG00000175063	0.00784464540552736	243	NA	NA	NA	1	NA
ENSG00000164162	ENSG00000175387	0.008	200	NA	NA	NA	1	NA
ENSG00000164162	ENSG00000176248	0.0411779787388607	244	NA	NA	1	1	NA
ENSG00000164162	ENSG00000176386	0.008	241	NA	NA	NA	1	NA
ENSG00000164162	ENSG00000196510	0.00784464540552736	242	NA	NA	NA	1	NA
ENSG00000164162	ENSG00000261408	0.008	224	NA	NA	NA	1	NA
ENSG00000164220	ENSG00000170365	0.0413333333333333	334	NA	NA	1	1	NA
ENSG00000164362	ENSG00000204086	0.008	211	NA	NA	NA	1	NA
ENSG00000164611	ENSG00000176248	0.00784464540552736	237	NA	NA	NA	1	NA
ENSG00000165392	ENSG00000174371	0.0204007285974317	260	NA	NA	NA	NA	37.3333333333
ENSG00000166295	ENSG00000176248	0.00784464540552736	238	NA	NA	NA	1	NA
ENSG00000166923	ENSG00000180875	0.0240437158469945	308	NA	NA	NA	NA	44
ENSG00000166949	ENSG00000170365	0.0360971152079709	334	997.625	NA	NA	NA	46
ENSG00000167986	ENSG00000174371	0.008	102	NA	NA	NA	1	NA
ENSG00000168487	ENSG00000170365	0.0161748633879781	306	NA	NA	NA	NA	29.6
ENSG00000168496	ENSG00000174371	0.0451584699453552	315	NA	NA	NA	1	68
ENSG00000168646	ENSG00000174371	0.00762469786860031	91	694	NA	NA	NA	NA
ENSG00000168675	ENSG00000170365	0.0134898500752159	334	1227.84615384615	NA	NA	NA	NA
ENSG00000170142	ENSG00000176248	0.00769230769230769	239	NA	NA	NA	1	NA
ENSG00000170312	ENSG00000176248	0.00784464540552736	251	NA	NA	NA	1	NA
ENSG00000170365	ENSG00000174106	0.0227540983606557	307	NA	NA	NA	1	27
ENSG00000170365	ENSG00000175387	0.034047934880102	334	997.625	NA	NA	NA	42.25
ENSG00000170365	ENSG00000184708	0.0413333333333333	334	NA	NA	1	1	NA
ENSG00000170365	ENSG00000198742	0.00784464540552736	314	NA	NA	NA	1	NA
ENSG00000170473	ENSG00000176248	0.00784464540552736	240	NA	NA	NA	1	NA
ENSG00000170734	ENSG00000174371	0.008	55	NA	NA	NA	1	NA
ENSG00000172943	ENSG00000176248	0.00784464540552736	252	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000175054	0.008	315	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000175595	0.008	315	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000177084	0.008	79	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000177302	0.0080602402704	213	NA	0.000301201352	NA	1	NA
ENSG00000174371	ENSG00000178295	0.008	261	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000183765	0.008	80	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000185379	0.008	279	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000187790	0.008	315	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000188486	0.008	101	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000188827	0.00762469786860031	24	694	NA	NA	NA	NA
ENSG00000174371	ENSG00000196419	0.008	84	NA	NA	NA	1	NA
ENSG00000174371	ENSG00000197299	0.0156246978686003	315	694	NA	NA	1	NA
ENSG00000174371	ENSG00000198924	0.008	29	NA	NA	NA	1	NA
ENSG00000175063	ENSG00000176248	0.0229928541403951	243	NA	NA	NA	1	28
ENSG00000175387	ENSG00000176248	0.00784464540552736	200	NA	NA	NA	1	NA
ENSG00000175387	ENSG00000198742	0.00784464540552736	314	NA	NA	NA	1	NA
ENSG00000175595	ENSG00000204086	0.014207650273224	315	NA	NA	NA	NA	26
ENSG00000176208	ENSG00000204086	0.008	212	NA	NA	NA	1	NA
ENSG00000176248	ENSG00000176386	0.00784464540552736	241	NA	NA	NA	1	NA
ENSG00000176248	ENSG00000181449	0.00784464540552736	253	NA	NA	NA	1	NA
ENSG00000176248	ENSG00000196510	0.00769230769230769	242	NA	NA	NA	1	NA
ENSG00000177302	ENSG00000204086	7.712263e-05	213	NA	0.00038561315	NA	NA	NA
